name;platform;r-date;score;user score;developer;genre;players;critics;users;1 Player;1-2 Player;No Online Multiplayer;MP up to 32;MP up to 30;MP up to 16;No info;1-4 Player
Steel Battalion: Heavy Armor;Xbox360;19.06.2012;38;2.5;FromSoftware;Simulation,Sci-Fi,Vehicle,Mech,Mech,Combat;Up to 4 ;58;94;0;0;0;0;0;0;0;0
Randall;PlayStation4;06.06.2017;38;2.5;WeTheForce;Action,Platformer,2D;No info;10;10;0;0;0;0;0;0;1;0
Transformers: Dark of the Moon - Stealth Force Edition;Wii;14.06.2011;34;2.5;BehaviourInteractive;Action,General,General;1 Player;14;6;1;0;0;0;0;0;0;0
Bruce Lee: Quest of the Dragon;Xbox;01.07.2002;32;2.5;RoninEntertainment;Action,Beat-'Em-Up;1 Player;24;11;1;0;0;0;0;0;0;0
The Sims 4: Eco Lifestyle;PC;05.06.2020;82;2.6;Maxis;Simulation,Virtual,Virtual Life;No info;10;20;0;0;0;0;0;0;1;0
Hitman HD Enhanced Collection;PlayStation4;11.01.2019;69;2.6;IOEntertainment;Miscellaneous,Compilation;No Online Multiplayer;11;29;0;0;1;0;0;0;0;0
Call of Duty: Modern Warfare 2 - Stimulus Package;Xbox360;30.03.2010;68;2.6;InfinityWard;Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade;No info;9;110;0;0;0;0;0;0;1;0
Transformers: Revenge of the Fallen - Decepticons;DS;23.06.2009;66;2.6;VicariousVisions;Action,Adventure,Shooter,Beat-'Em-Up,Sci-Fi,Sci-Fi,Third-Person,3D,Arcade;No info;12;8;0;0;0;0;0;0;1;0
Wolfenstein: Youngblood;PlayStation4;26.07.2019;63;2.6;MachineGames;Action,Shooter,First-Person,Arcade;2 ;36;348;0;0;0;0;0;0;0;0
Narcos: Rise of the Cartels;XboxOne;22.11.2019;63;2.6;KujuEntertainment;Action,Strategy,Turn-Based,General,Tactics;No Online Multiplayer;8;10;0;0;1;0;0;0;0;0
Universal Combat;PC;05.02.2004;54;2.6;3000AD,Inc.;Simulation,Sci-Fi,Space,Large Spaceship,Large Spaceship,Civilian;1-64 ;16;33;0;0;0;0;0;0;0;0
NBA Live 14;PlayStation4;19.11.2013;43;2.6;EASports;Arcade,Sports,Traditional,Team,Basketball,Arcade;2 ;25;176;0;0;0;0;0;0;0;0
Star Trek The Video Game;Xbox360;23.04.2013;42;2.6;DigitalExtremes;Action Adventure,Sci-Fi,Sci-Fi,General;No info;42;316;0;0;0;0;0;0;1;0
The Elder Scrolls: Blades;Switch;14.05.2020;42;2.6;BethesdaGameStudios;Role-Playing,Western-Style;Online Multiplayer;13;58;0;0;0;0;0;0;0;0
RollerCoaster Tycoon 3D;3DS;16.10.2012;39;2.6;n-Space;Strategy,Tycoon,Management,Tycoon,Business / Tycoon;1 Player;14;26;1;0;0;0;0;0;0;0
The Walking Dead: Survival Instinct;PC;19.03.2013;38;2.6;TerminalReality;Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade;No info;13;312;0;0;0;0;0;0;1;0
Chicago Enforcer;Xbox;23.02.2005;33;2.6;TouchdownEntertainment;Action,Shooter,First-Person,Historic;8  Online;9;5;0;0;0;0;0;0;0;0
Kick-Ass;PlayStation3;29.04.2010;33;2.6;FrozenCodebase;Action,Fighting,Fighting,3D,3D;No info;9;19;0;0;0;0;0;0;1;0
Iron Man;PC;06.05.2008;32;2.6;ArtificialMindandMovement;Action,General,General;1 Player;10;66;1;0;0;0;0;0;0;0
Charlie and the Chocolate Factory;PC;12.07.2005;26;2.6;BackboneEntertainment;Action Adventure,Modern,General,Modern;No Online Multiplayer;8;19;0;0;1;0;0;0;0;0
Survivor (2001);PC;12.11.2001;26;2.6;MagicLantern;Adventure,General,General;1-6 ;7;15;0;0;0;0;0;0;0;0
NBA 2K19;PlayStation4;07.09.2018;82;2.7;VisualConcepts;Sports,Team,Basketball,Arcade,Sim;Up to 10 ;49;442;0;0;0;0;0;0;0;0
FIFA 18;PC;26.09.2017;81;2.7;EAVancouver;Sports,Team,Soccer,Sim;No info;8;352;0;0;0;0;0;0;1;0
Gravity Ghost: Deluxe Edition;PlayStation4;06.08.2019;79;2.7;IvyGamesLLC;Action,General;No Online Multiplayer;7;9;0;0;1;0;0;0;0;0
Call of Duty: Ghosts;Xbox360;05.11.2013;73;2.7;InfinityWard;Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade;No info;29;2116;0;0;0;0;0;0;1;0
NHL 21;PlayStation4;13.10.2020;72;2.7;ElectronicArts;Sports,Team,Ice Hockey,Sim;Up to 12 ;31;81;0;0;0;0;0;0;0;0
Call of Duty: Ghosts;PlayStation3;05.11.2013;71;2.7;InfinityWard;Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade;No info;10;1065;0;0;0;0;0;0;1;0
World Championship Poker 2: Featuring Howard Lederer;PSP;11.12.2005;65;2.7;Crave;Miscellaneous,Parlor,Gambling,Gambling;8  Online;17;18;0;0;0;0;0;0;0;0
Warhammer Quest;PC;07.01.2015;55;2.7;RodeoGames;Strategy,Turn-Based,General,Fantasy;No Online Multiplayer;15;49;0;0;1;0;0;0;0;0
Cars;DS;06.06.2006;54;2.7;Helixe;Driving,Racing,Mission-based,Arcade,Mission-based,Automobile;1-2 ;17;19;0;1;0;0;0;0;0;0
Fallout 76;PC;14.11.2018;52;2.7;BethesdaGameStudios;Role-Playing,Western-Style;Up to 24 ;46;6454;0;0;0;0;0;0;0;0
Tortuga - Two Treasures;PC;12.03.2007;48;2.7;AscaronEntertainmentGmbH,AscaronEntertainment;Action Adventure,Fantasy,General;1 Player;17;6;1;0;0;0;0;0;0;0
Narcos: Rise of the Cartels;PC;19.11.2019;45;2.7;KujuEntertainment;Action,Strategy,Turn-Based,General,Tactics;No Online Multiplayer;14;23;0;0;1;0;0;0;0;0
Waking;PC;18.06.2020;44;2.7;JasonOda;Action,General;No Online Multiplayer;9;7;0;0;1;0;0;0;0;0
Weeping Doll;PlayStation4;27.10.2016;32;2.7;TianSheMedia;Adventure,General;No info;17;17;0;0;0;0;0;0;1;0
Aquaman: Battle for Atlantis;Xbox;30.07.2003;26;2.7;LuckyChicken;Action Adventure,Fantasy;1 Player;13;16;1;0;0;0;0;0;0;0
NBA 2K19;XboxOne;07.09.2018;83;2.8;VisualConcepts;Sports,Team,Basketball,Arcade,Sim;Up to 10 ;18;106;0;0;0;0;0;0;0;0
Fortnite;PC;25.07.2017;81;2.8;EpicGames;Action,General,General,Shooter,Third-Person,Tactical;Massively Multiplayer;11;1099;0;0;0;0;0;0;0;0
Thrillville;PSP;21.11.2006;72;2.8;FrontierDevelopments;Strategy,City Building,General,Modern;1-4 ;13;39;0;0;0;0;0;0;0;1
Call of Duty: WWII - The Resistance;PlayStation4;30.01.2018;71;2.8;SledgehammerGames;Action,Shooter,First-Person,Arcade;No info;14;22;0;0;0;0;0;0;1;0
UEFA Euro 2012;Xbox360;24.04.2012;70;2.8;EACanada;Sports,Traditional,Team,Soccer,Sim,Sim;No info;21;33;0;0;0;0;0;0;1;0
Sunset;PC;21.05.2015;66;2.8;TaleofTales;Modern,Adventure,3D,First-Person;No info;34;64;0;0;0;0;0;0;1;0
Torchlight III;PlayStation4;13.10.2020;62;2.8;EchtraGames,Inc.;Role-Playing,Action RPG;Up to 40 ;18;15;0;0;0;0;0;0;0;0
Aaru's Awakening;PC;23.02.2015;59;2.8;Lumenoxehf;Action,Platformer,2D;No Online Multiplayer;18;114;0;0;1;0;0;0;0;0
Dynasty Warriors 9;PC;13.02.2018;57;2.8;OmegaForce;Action Adventure,Open-World,Action,Beat-'Em-Up,3D;No Online Multiplayer;15;50;0;0;1;0;0;0;0;0
Black Mirror;XboxOne;28.11.2017;57;2.8;THQNordic;Adventure,3D,Third-Person;No Online Multiplayer;10;10;0;0;1;0;0;0;0;0
Manchester United Soccer 2005;PC;28.10.2004;56;2.8;Codemasters;Sports,Traditional,Soccer,Sim,Sim;1-4 ;9;6;0;0;0;0;0;0;0;1
Tom Clancy's Ghost Recon: Breakpoint;PlayStation4;01.10.2019;56;2.8;UbisoftParis;Action Adventure,Open-World;Up to 8 ;56;976;0;0;0;0;0;0;0;0
Crackdown 3;PC;15.02.2019;54;2.8;SumoDigital,ElbowRocket;Action Adventure,Open-World;Up to 10 ;17;243;0;0;0;0;0;0;0;0
Fallout 76;PlayStation4;14.11.2018;53;2.8;BethesdaGameStudios;Role-Playing,Western-Style;Up to 24 ;43;4711;0;0;0;0;0;0;0;0
The Da Vinci Code;Xbox;19.05.2006;52;2.8;DoubleHelixGames;Action,General;1 Player;34;5;1;0;0;0;0;0;0;0
Start the Party! Save the World;PlayStation3;06.03.2012;50;2.8;SupermassiveGames;Miscellaneous,Party,Party,Party / Minigame;No info;15;4;0;0;0;0;0;0;1;0
Big Mutha Truckers 2;PC;23.08.2005;44;2.8;Eutechnyx;Driving,Racing,Mission-based,Arcade,Mission-based,Automobile;No info;8;19;0;0;0;0;0;0;1;0
Battleship;PlayStation3;15.05.2012;44;2.8;DoubleHelixGames;Action,Miscellaneous,Shooter,Board Games,Shooter,Board Games,First-Person,Sci-Fi,Tactical;No Online Multiplayer;11;22;0;0;1;0;0;0;0;0
The Deer God;Switch;21.12.2017;39;2.8;CinoptStudiosLLC;Action,Platformer,2D;No Online Multiplayer;10;15;0;0;1;0;0;0;0;0
One Piece: Grand Cruise;PlayStation4;22.05.2018;35;2.8;BandaiNamcoGames;Action,General;No Online Multiplayer;9;15;0;0;1;0;0;0;0;0
Basement Crawl;PlayStation4;25.02.2014;27;2.8;BlooberTeam;Action,General,General;No info;16;66;0;0;0;0;0;0;1;0
Aquaman: Battle for Atlantis;GameCube;23.07.2003;27;2.8;TDKMediactive;Action Adventure,Fantasy;1 Player;9;24;1;0;0;0;0;0;0;0
Rogue Warrior;PlayStation3;01.12.2009;27;2.8;Rebellion;Action,Shooter,Shooter,First-Person,Tactical,Arcade,Modern,Modern;Up to 8 ;24;78;0;0;0;0;0;0;0;0
Jenga World Tour;Wii;07.12.2007;26;2.8;AtomicPlanetEntertainment;Miscellaneous,Puzzle,Puzzle,General,General;1-4 ;14;11;0;0;0;0;0;0;0;1
Fighter Within;XboxOne;19.11.2013;23;2.8;Ubisoft;Sports,General,General;No info;39;210;0;0;0;0;0;0;1;0
Afro Samurai 2: Revenge of Kuma Volume One;PlayStation4;22.09.2015;21;2.8;VersusEvil;Action,Beat-'Em-Up,2D;No info;15;59;0;0;0;0;0;0;1;0
Madden NFL 19;XboxOne;10.08.2018;81;2.9;EATiburon;Sports,Team,Football,Sim;Up to 6 ;21;96;0;0;0;0;0;0;0;0
Battlefield V;PC;15.11.2018;81;2.9;EADICE;Action,Shooter,First-Person,Tactical;Up to 64 ;52;2814;0;0;0;0;0;0;0;0
Battlefield V;XboxOne;15.11.2018;78;2.9;EADICE;Action,Shooter,First-Person,Tactical;Up to 64 ;38;759;0;0;0;0;0;0;0;0
Call of Duty: Modern Warfare 3;PC;08.11.2011;78;2.9;InfinityWard,SledgehammerGames;Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade;No info;26;5477;0;0;0;0;0;0;1;0
Chime Sharp;PlayStation4;21.02.2017;76;2.9;ChilledMouse;Puzzle,General;No Online Multiplayer;9;16;0;0;1;0;0;0;0;0
Storm;Xbox360;14.06.2013;64;2.9;EKOSoftware;Miscellaneous,General,General;No info;16;8;0;0;0;0;0;0;1;0
World of Warriors;PlayStation4;21.03.2018;61;2.9;MindCandy;Action,General;Up to 4 ;12;10;0;0;0;0;0;0;0;0
Oddworld: Munch's Oddysee;GameBoyAdvance;24.09.2003;44;2.9;Art;Action,Platformer,2D;1 Player;15;8;1;0;0;0;0;0;0;0
Air Conflicts: Vietnam;PC;02.10.2013;43;2.9;bitComposerGames,bitComposer;Action,Simulation,Flight,Flight,Combat;No info;9;27;0;0;0;0;0;0;1;0
Farming Simulator;PlayStation3;19.11.2013;40;2.9;GiantsSoftware;Simulation,General,General,Virtual,Career;No Online Multiplayer;17;9;0;0;1;0;0;0;0;0
Harry Potter and the Deathly Hallows, Part 1;PlayStation3;16.11.2010;38;2.9;EABrightLight;Action,Shooter,Shooter,Third-Person,Fantasy,Fantasy,Arcade;No info;27;28;0;0;0;0;0;0;1;0
Jeremy McGrath Supercross World;PlayStation2;15.11.2001;35;2.9;Acclaim;Driving,Racing,Motorcycle,Motocross;1-2 ;9;15;0;1;0;0;0;0;0;0
Tenkai Knights: Brave Battle;3DS;07.10.2014;26;2.9;BandaiNamcoGames;Action,General;No info;10;27;0;0;0;0;0;0;1;0
World War II Combat: Iwo Jima;PC;25.07.2006;26;2.9;DirectActionGames;Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade;16  Online;7;13;0;0;0;0;0;0;0;0
Mortal Kombat 11;PC;23.04.2019;82;3;NetherRealmStudios;Action,Fighting,2D;Up to 8 ;12;625;0;0;0;0;0;0;0;0
Football Manager Live;PC;23.01.2009;82;3;SportsInteractive;Sports,Traditional,Team,Soccer,Management,Management;No info;23;46;0;0;0;0;0;0;1;0
World of Warcraft: Battle for Azeroth;PC;13.08.2018;79;3;BlizzardEntertainment;Role-Playing,Massively Multiplayer;Massively Multiplayer;39;1663;0;0;0;0;0;0;0;0
Batman: The Enemy Within - Episode 1: The Enigma;XboxOne;08.08.2017;77;3;TelltaleGames;Adventure,Point-and-Click;No Online Multiplayer;9;12;0;0;1;0;0;0;0;0
NBA 10 The Inside;PSP;06.10.2009;69;3;SCEASanDiegoStudios;Sports,Traditional,Team,Basketball,Sim,Sim;No info;13;13;0;0;0;0;0;0;1;0
Thrillville;PlayStation2;21.11.2006;69;3;FrontierDevelopments;Strategy,General;1-4 ;32;53;0;0;0;0;0;0;0;1
Zombie Apocalypse: Never Die Alone;PlayStation3;25.10.2011;67;3;Konami;Action,General,Shooter,Static,Shoot-'Em-Up,Top-Down;No info;9;4;0;0;0;0;0;0;1;0
Wallace & Gromit in Project Zoo;GameCube;14.10.2003;66;3;FrontierDevelopments;Action,Platformer,3D;1 Player;9;33;1;0;0;0;0;0;0;0
Torchlight III;PC;13.10.2020;65;3;EchtraGames,Inc.;Role-Playing,Action RPG;Online Multiplayer;25;34;0;0;0;0;0;0;0;0
YIIK: A Postmodern RPG;PC;17.01.2019;64;3;Ackkstudios;Role-Playing,Japanese-Style;No Online Multiplayer;9;26;0;0;1;0;0;0;0;0
8-Bit Hordes;PlayStation4;01.02.2019;63;3;Petroglyph;Strategy,Real-Time,Command;Online Multiplayer;12;7;0;0;0;0;0;0;0;0
Destiny 2: Warmind;PlayStation4;08.05.2018;63;3;Bungie;Action,Shooter,First-Person,Arcade;No info;25;230;0;0;0;0;0;0;1;0
L.A. Rush;Xbox;11.10.2005;59;3;Midway;Driving,Racing,Arcade;1-4 ;36;4;0;0;0;0;0;0;0;1
Clockwork Empires;PC;26.10.2016;58;3;GaslampGames;Fantasy,Fantasy,Strategy,Real-Time,Management,General,Government;No Online Multiplayer;8;7;0;0;1;0;0;0;0;0
Driving Emotion Type-S;PlayStation2;29.01.2001;55;3;Escape;Driving,Racing,GT / Street;1-2 ;18;5;0;1;0;0;0;0;0;0
The Sims 3;3DS;22.03.2011;52;3;EAGames;Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life;No Online Multiplayer;29;33;0;0;1;0;0;0;0;0
Fuel Overdose;PlayStation3;05.03.2013;51;3;I-FRIQIYA;Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat;No info;22;5;0;0;0;0;0;0;1;0
NARC;Xbox;22.03.2005;51;3;PointofView;Action Adventure,Modern;1 Player;27;8;1;0;0;0;0;0;0;0
Whirlwind Over Vietnam;PC;13.04.2007;49;3;G5Software;Simulation,Flight,Helicopter,Helicopter,Combat,Civilian;1 Player;11;4;1;0;0;0;0;0;0;0
Stronghold 3;PC;24.10.2011;47;3;FireFlyStudios;Strategy,Real-Time,Historic,General,Historic;1-8 ;29;360;0;0;0;0;0;0;0;0
NightCry;PC;28.03.2016;46;3;No info;No info;No info;0;0;0;0;0;0;0;0;1;0
Tony Hawk Ride;Xbox360;17.11.2009;46;3;Robomodo;Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard;No info;43;66;0;0;0;0;0;0;1;0
Deus Ex: The Fall;PC;17.03.2014;45;3;SquareEnix;Action,Shooter,First-Person,Sci-Fi,Arcade;No Online Multiplayer;14;176;0;0;1;0;0;0;0;0
Interpol: The Trail of Dr. Chaos;Xbox360;07.01.2009;45;3;TikGames,LLC;Miscellaneous,Puzzle,Puzzle,Hidden Object,General,Puzzle,General;4  Online;28;4;0;0;0;0;0;0;0;0
TotemBall;Xbox360;04.10.2006;44;3;StrangeFlavour;Action,Miscellaneous,Rhythm,Music,Music;1-2 ;8;7;0;1;0;0;0;0;0;0
Myst;DS;13.05.2008;43;3;HopliteResearch;Adventure,3D,First-Person,Fantasy,Fantasy;No Online Multiplayer;25;7;0;0;1;0;0;0;0;0
Putty Squad;PlayStation4;11.03.2014;38;3;System3;Action,Platformer,Platformer,2D,2D;No info;8;53;0;0;0;0;0;0;1;0
Driven;PlayStation2;06.11.2001;38;3;BamEntertainment;Driving,Racing,Formula One;1-2 ;10;6;0;1;0;0;0;0;0;0
Takedown: Red Sabre;PC;20.09.2013;34;3;SerellanLLC;Action,Shooter,General,Shooter,First-Person,Modern,Tactical;No info;17;169;0;0;0;0;0;0;1;0
McFarlane's Evil Prophecy;PlayStation2;15.06.2004;34;3;Konami;Action,General;1-4 ;28;6;0;0;0;0;0;0;0;1
AMY;PlayStation3;17.01.2012;33;3;LexisNumerique;Action Adventure,Horror,Horror,Survival;No info;29;80;0;0;0;0;0;0;1;0
AMY;PlayStation3;17.01.2012;33;3;LexisNumerique;Action Adventure,Horror,Horror,Survival;No info;29;80;0;0;0;0;0;0;1;0
Target: Terror;Wii;22.04.2008;33;3;LeviathanGames;Action,Shooter,Shooter,Light Gun,Light Gun;1-2 ;19;17;0;1;0;0;0;0;0;0
New World Order;PC;18.03.2003;32;3;TermiteGames;Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade;1-32 ;12;6;0;0;0;0;0;0;0;0
Fear Factor: Unleashed;GameBoyAdvance;17.11.2004;30;3;DCStudios;Action Adventure,Modern;1 Player;15;4;1;0;0;0;0;0;0;0
Batman: Dark Tomorrow;GameCube;25.03.2003;29;3;Kemco;Action Adventure,Fantasy;1 Player;14;21;1;0;0;0;0;0;0;0
Rogue Warrior;Xbox360;01.12.2009;28;3;Rebellion;Action,Shooter,Shooter,First-Person,Tactical,Arcade,Modern,Modern;Up to 8 ;33;72;0;0;0;0;0;0;0;0
Mortal Kombat: Special Forces;PlayStation;30.06.2000;28;3;Midway;Action,Beat-'Em-Up;1 Player;7;34;1;0;0;0;0;0;0;0
Postal III;PC;21.12.2011;24;3;RunningWithScissors;First-Person,Modern,Action,Shooter,Shooter,Third-Person,Modern,Arcade;No info;20;300;0;0;0;0;0;0;1;0
Homie Rollerz;DS;05.03.2008;23;3;WebfootTechnologies;Driving,Racing,Kart,Kart;8  Online;9;13;0;0;0;0;0;0;0;0
Call of Duty: Black Ops 4;PC;12.10.2018;83;3.1;Treyarch;Action,Shooter,First-Person,Tactical;Up to more than 64 ;29;761;0;0;0;0;0;0;0;0
Street Fighter V;PC;16.02.2016;74;3.1;Capcom;Action,Fighting,2D;No info;33;509;0;0;0;0;0;0;1;0
Kinect: Disneyland Adventures;Xbox360;15.11.2011;73;3.1;FrontierDevelopments;Action Adventure,Fantasy,General,Fantasy;No Online Multiplayer;33;74;0;0;1;0;0;0;0;0
Call of Duty: Black Ops III;PC;05.11.2015;73;3.1;Treyarch;Action,Shooter,First-Person,Arcade;No info;10;1223;0;0;0;0;0;0;1;0
PlayerUnknown's Battlegrounds;PlayStation4;07.12.2018;72;3.1;PUBGCorporation;Action,Shooter,First-Person,Tactical;Up to more than 64 ;29;156;0;0;0;0;0;0;0;0
Project CARS 3;PC;28.08.2020;68;3.1;SlightlyMadStudios;Racing,Simulation,Automobile;Online Multiplayer;20;75;0;0;0;0;0;0;0;0
Might & Magic: Chess Royale;PC;30.01.2020;65;3.1;Ubisoft;Strategy,Miscellaneous,Turn-Based,Board / Card Game,Tactics;Up to more than 64 ;8;23;0;0;0;0;0;0;0;0
Destiny: The Dark Below;PlayStation4;09.12.2014;63;3.1;Bungie;Sci-Fi,Action,Shooter,First-Person,Arcade;No info;41;277;0;0;0;0;0;0;1;0
The Infectious Madness of Doctor Dekker;PlayStation4;05.06.2018;62;3.1;D'AvekkiStudiosLimited;Adventure,General;No Online Multiplayer;8;7;0;0;1;0;0;0;0;0
Into the Stars;PC;04.03.2016;61;3.1;FugitiveGames;Action Adventure,General;No Online Multiplayer;17;13;0;0;1;0;0;0;0;0
Dead by Daylight;Switch;24.09.2019;61;3.1;505Games;Action Adventure,Survival;Up to 5 ;10;41;0;0;0;0;0;0;0;0
Scarface: Money. Power. Respect.;PSP;08.10.2006;58;3.1;RadicalEntertainment,FarsightStudios;Strategy,Action Adventure,Turn-Based,General,Modern,Management,Modern,Business / Tycoon;1-4 ;12;15;0;0;0;0;0;0;0;1
Sherlock Holmes: The Mystery of the Mummy;DS;13.07.2009;57;3.1;Frogwares,MisticSoftware;Adventure,3D,Point-and-Click,First-Person,Modern,Modern;1 Player;8;9;1;0;0;0;0;0;0;0
Pixel Piracy;XboxOne;16.02.2016;53;3.1;AbstractionGames;Strategy,Real-Time,General;No info;7;8;0;0;0;0;0;0;1;0
Conflict: Denied Ops;PlayStation3;12.02.2008;51;3.1;PivotalGames;Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade;Up to 16 ;28;25;0;0;0;0;0;1;0;0
Empire Earth III;PC;06.11.2007;50;3.1;MadDocSoftware;Strategy,Real-Time,Historic,General,Historic;8  Online;40;68;0;0;0;0;0;0;0;0
NFL Tour;Xbox360;08.01.2008;49;3.1;EATiburon;Sports,Traditional,Team,Football,Arcade,Arcade;2  Online;35;45;0;0;0;0;0;0;0;0
The Secrets of Atlantis;PC;29.05.2007;48;3.1;"AtlantisInteractiveEntertainment	,AtlantisInteractiveEntertainment";Adventure,3D,First-Person,Fantasy;1 Player;12;7;1;0;0;0;0;0;0;0
Tennis World Tour;PlayStation4;22.05.2018;45;3.1;Breakpoint;Sports,Individual,Tennis;2 ;22;91;0;0;0;0;0;0;0;0
New Gundam Breaker;PlayStation4;22.06.2018;43;3.1;BandaiNamcoGames;Action,General;Up to 6 ;22;50;0;0;0;0;0;0;0;0
Escape Dead Island;PlayStation3;18.11.2014;40;3.1;FatsharkAB;Action Adventure,Adventure,3D,Survival,Third-Person,Modern;No Online Multiplayer;25;52;0;0;1;0;0;0;0;0
Raven Squad: Operation Hidden Dagger;PC;25.08.2009;39;3.1;AtomicMotion;Action,Shooter,General,First-Person,Modern;No info;11;60;0;0;0;0;0;0;1;0
Battle: Los Angeles;PC;11.03.2011;38;3.1;SaberInteractive;Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade;No info;9;43;0;0;0;0;0;0;1;0
Vampire Rain;Xbox360;03.07.2007;38;3.1;Artoon;Action Adventure,Horror,Horror,Survival;8  Online;45;45;0;0;0;0;0;0;0;0
Hour of Victory;Xbox360;25.06.2007;37;3.1;Nfusion;Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade;12  Online;33;46;0;0;0;0;0;0;0;0
NBA Live 14;XboxOne;19.11.2013;36;3.1;EASports;Arcade,Sports,Traditional,Team,Basketball,Arcade;2 ;14;90;0;0;0;0;0;0;0;0
Damnation;PlayStation3;26.05.2009;36;3.1;BlueOmega;Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade;Up to 8 ;36;49;0;0;0;0;0;0;0;0
FlatOut 3: Chaos & Destruction;PC;13.12.2011;23;3.1;Team6GameStudios,Team6GamesStudio;Driving,Racing,Demolition Derby,Arcade,Automobile;No info;22;296;0;0;0;0;0;0;1;0
Vroom in the Night Sky;Switch;05.04.2017;17;3.1;Poisoft;Sports,Individual,Biking;No Online Multiplayer;15;105;0;0;1;0;0;0;0;0
FIFA 18;XboxOne;26.09.2017;83;3.2;EAVancouver;Sports,Team,Soccer,Sim;No info;21;217;0;0;0;0;0;0;1;0
Bury Me, My Love;PC;10.01.2019;80;3.2;ThePixelHunt;Adventure,Visual Novel;No Online Multiplayer;7;19;0;0;1;0;0;0;0;0
Defector;PC;11.07.2019;75;3.2;TwistedPixelGames;Action Adventure,Linear;No Online Multiplayer;13;6;0;0;1;0;0;0;0;0
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. the Soulless Army;PlayStation2;10.10.2006;74;3.2;AtlusCo.;Role-Playing,General;1 Player;38;169;1;0;0;0;0;0;0;0
FIFA 19;Switch;25.09.2018;71;3.2;EASports;Sports,Team,Soccer,Sim;Up to 22 ;24;122;0;0;0;0;0;0;0;0
Crysis Remastered;PC;18.09.2020;70;3.2;SaberInteractive;Action,Shooter,First-Person,Arcade;No Online Multiplayer;19;114;0;0;1;0;0;0;0;0
Thrillville: Off the Rails;Wii;09.10.2007;70;3.2;FrontierDevelopments;Strategy,General,General;No Online Multiplayer;14;43;0;0;1;0;0;0;0;0
Crysis Remastered;PC;18.09.2020;70;3.2;SaberInteractive;Action,Shooter,First-Person,Arcade;No Online Multiplayer;19;114;0;0;1;0;0;0;0;0
Project CARS 3;PlayStation4;25.08.2020;70;3.2;SlightlyMadStudios;Racing,Simulation,Automobile;Up to 20 ;36;91;0;0;0;0;0;0;0;0
Project CARS 3;XboxOne;03.08.2020;69;3.2;SlightlyMadStudios;Racing,Simulation,Automobile;Up to 20 ;15;37;0;0;0;0;0;0;0;0
Zoo Tycoon;XboxOne;22.11.2013;68;3.2;FrontierDevelopments;Tycoon,Strategy,Management,Tycoon,Business / Tycoon;Up to 4 ;45;323;0;0;0;0;0;0;0;0
Marvel's Avengers;PC;04.09.2020;68;3.2;CrystalDynamics,EidosMontreal;Action,General;Up to 4 ;21;242;0;0;0;0;0;0;0;0
MXGP 2019;PlayStation4;27.08.2019;68;3.2;MilestoneS.r.l;Racing,Arcade,Automobile;Up to 12 ;16;6;0;0;0;0;0;0;0;0
Combat Mission: Shock Force;PC;22.08.2007;62;3.2;BigTimeSoftware;Strategy,Turn-Based,Wargame,Turn-Based,General;2  Online;15;88;0;0;0;0;0;0;0;0
Tom Clancy's Ghost Recon: Breakpoint;XboxOne;01.10.2019;62;3.2;UbisoftParis;Action Adventure,Open-World;Up to 8 ;30;267;0;0;0;0;0;0;0;0
Magic: Duels of the Planeswalkers 2015;PC;16.07.2014;60;3.2;WizardsoftheCoast;Strategy,Miscellaneous,Turn-Based,Card Battle;No info;25;126;0;0;0;0;0;0;1;0
NHL 15;XboxOne;09.09.2014;59;3.2;EASports;Sports,Traditional,Team,Ice Hockey,Sim;2 ;22;180;0;0;0;0;0;0;0;0
Jagged Alliance: Rage!;PC;06.12.2018;59;3.2;HandyGames;Strategy,Turn-Based,Tactics;2 ;17;25;0;0;0;0;0;0;0;0
Dangerous Golf;PC;02.06.2016;54;3.2;ThreeFieldsEntertainment;Sports,Individual,Golf,Arcade;No info;14;29;0;0;0;0;0;0;1;0
Cloudpunk;Switch;15.10.2020;52;3.2;IONLANDS;Simulation,Vehicle,Civilian;No Online Multiplayer;7;6;0;0;1;0;0;0;0;0
Fallout 76;XboxOne;14.11.2018;49;3.2;BethesdaGameStudios;Role-Playing,Western-Style;Up to 24 ;33;1726;0;0;0;0;0;0;0;0
Lucius II;PC;13.02.2015;48;3.2;ShiverGames;Adventure,General;No Online Multiplayer;10;56;0;0;1;0;0;0;0;0
