name;platform;r-date;score;user score;developer;genre;players;critics;users;1 Player;1-2 Player;No Online Multiplayer;MP up to 32;MP up to 30;MP up to 16;No info;1-4 Player
Pinball Hall of Fame: The Williams Collection;PlayStation3;22.09.2009;82;7.9;FarsightStudios;Action,Miscellaneous,Parlor,Pinball,Pinball;No Online Multiplayer;16;8;0;0;1;0;0;0;0;0
Sid Meier's Pirates!;PSP;22.01.2007;82;7.9;FullFat;Strategy,Real-Time,General,Historic;1-4 ;34;30;0;0;0;0;0;0;0;1
Captain Toad: Treasure Tracker;Switch;13.07.2018;82;7.9;NintendoEADTokyo,NintendoSoftwareTechnology;Action,Platformer,3D;2 ;66;215;0;0;0;0;0;0;0;0
Bookworm Adventures Deluxe;PC;20.12.2006;82;7.9;PopCap;Miscellaneous,Puzzle,Puzzle,General,Puzzle,Logic,General;No info;7;24;0;0;0;0;0;0;1;0
Severed;PlayStationVita;26.04.2016;82;7.9;DrinkBoxStudios;Fantasy,Action Adventure,General;No info;64;95;0;0;0;0;0;0;1;0
Azure Striker Gunvolt: Striker Pack;Switch;31.08.2017;82;7.9;IntiCreates;Miscellaneous,Compilation;No Online Multiplayer;9;47;0;0;1;0;0;0;0;0
Injustice: Gods Among Us;Xbox360;16.04.2013;81;7.9;NetherRealmStudios;Action,Fighting,Fighting,2D,2D;Up to 8 ;63;395;0;0;0;0;0;0;0;0
Hellblade: Senua's Sacrifice;PlayStation4;08.08.2017;81;7.9;NinjaTheory;Fantasy,Action Adventure,General;No Online Multiplayer;68;1240;0;0;1;0;0;0;0;0
VVVVVV;PC;11.01.2010;81;7.9;TerryCavanagh;Action,Platformer,Platformer,2D,2D;No Online Multiplayer;15;249;0;0;1;0;0;0;0;0
Darksiders II;PC;13.08.2012;81;7.9;VigilGames;Action Adventure,Modern,Fantasy,Fantasy,Open-World;No info;23;787;0;0;0;0;0;0;1;0
Tom Clancy's Rainbow Six Vegas 2;PlayStation3;18.03.2008;81;7.9;UbisoftMontreal;Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern;Up to 14 ;32;99;0;0;0;0;0;0;0;0
NHL Hitz 20-03;Xbox;16.09.2002;81;7.9;BlackBox;Sports,Traditional,Ice Hockey,Arcade;1-4 ;19;15;0;0;0;0;0;0;0;1
TimeSplitters;PlayStation2;23.10.2000;81;7.9;FreeRadicalDesign;Action,Shooter,First-Person,Sci-Fi;1-4 ;23;51;0;0;0;0;0;0;0;1
Star Wars Jedi: Fallen Order;PC;15.11.2019;81;7.9;RespawnEntertainment;Action,Action Adventure,General;No Online Multiplayer;32;1609;0;0;1;0;0;0;0;0
Aviary Attorney: Definitive Edition;Switch;30.01.2020;81;7.9;SketchyLogic;Adventure,Visual Novel;No Online Multiplayer;10;7;0;0;1;0;0;0;0;0
Irony Curtain: From Matryoshka with Love;PC;16.05.2019;81;7.9;ArtifexMundi;Adventure,General;No Online Multiplayer;11;29;0;0;1;0;0;0;0;0
Mighty Milky Way;DS;09.05.2011;81;7.9;WayForward;Miscellaneous,Puzzle,Action,Puzzle,Action;1 Player;10;11;1;0;0;0;0;0;0;0
Time Crisis 3;PlayStation2;21.10.2003;81;7.9;Namco;Action,Shooter,Light Gun;1-2 ;29;19;0;1;0;0;0;0;0;0
Time Crisis II;PlayStation2;01.10.2001;81;7.9;Namco;Action,Shooter,Light Gun;1-2 ;21;26;0;1;0;0;0;0;0;0
Uno;Xbox360;09.05.2006;81;7.9;CarbonatedGames;Miscellaneous,Board Games,Board Games,Board / Card Game;4  Online;24;29;0;0;0;0;0;0;0;0
Empires: Dawn of the Modern World;PC;21.10.2003;81;7.9;StainlessSteelStudios;Strategy,Real-Time,Historic,General,Historic;1-8 ;22;63;0;0;0;0;0;0;0;0
Napoleon: Total War;PC;23.02.2010;81;7.9;CreativeAssembly;Strategy,Real-Time,Historic,General,Historic;No info;56;588;0;0;0;0;0;0;1;0
Zombie Night Terror;PC;20.07.2016;81;7.9;NoClip;Puzzle,Action;No Online Multiplayer;21;37;0;0;1;0;0;0;0;0
Catherine: Full Body;PlayStation4;03.09.2019;81;7.9;Atlus;Action Adventure,Survival;2 ;60;182;0;0;0;0;0;0;0;0
The Walking Dead: Saints & Sinners;PC;23.01.2020;81;7.9;SkydanceInteractive;Action,Action Adventure,General,Survival;No Online Multiplayer;28;118;0;0;1;0;0;0;0;0
Plants vs. Zombies;DS;18.01.2011;81;7.9;TOSE;Strategy,Real-Time,General,General,Fantasy,Defense;1 Player;23;37;1;0;0;0;0;0;0;0
Anno 1800;PC;16.04.2019;81;7.9;BlueByte;Strategy,Management,Government;Online Multiplayer;49;335;0;0;0;0;0;0;0;0
Kohan II: Kings of War;PC;22.09.2004;81;7.9;TimeGateStudios;Strategy,Real-Time,Fantasy,General,Fantasy,Command;Up to 8 ;38;24;0;0;0;0;0;0;0;0
Marvel: Ultimate Alliance;PSP;24.10.2006;81;7.9;VicariousVisions;Role-Playing,Action RPG,Action RPG;4  Online;19;21;0;0;0;0;0;0;0;0
Slime Rancher;PC;01.08.2017;81;7.9;MonomiPark;Action,Shooter,First-Person,Arcade;No Online Multiplayer;9;117;0;0;1;0;0;0;0;0
Fast RMX;Switch;03.03.2017;81;7.9;Shin'en;Racing,Arcade,Futuristic;No info;54;406;0;0;0;0;0;0;1;0
Overcooked!;PC;03.08.2016;81;7.9;GhostTownGamesLtd.;Action,Simulation,Arcade,Virtual,Career;No info;15;100;0;0;0;0;0;0;1;0
Child of Eden;PlayStation3;27.09.2011;81;7.9;QEntertainment;Action,Shooter,Shooter,Third-Person,Rail,Rail,Fantasy;No info;21;25;0;0;0;0;0;0;1;0
Gunvolt Chronicles: Luminous Avenger iX;Switch;26.09.2019;81;7.9;IntiCreates;Action,Platformer,2D;No Online Multiplayer;10;23;0;0;1;0;0;0;0;0
The Warriors;PSP;12.02.2007;81;7.9;RockstarToronto,RockstarLeeds;Action,Beat-'Em-Up,Beat-'Em-Up,3D;No Online Multiplayer;36;28;0;0;1;0;0;0;0;0
Rage of the Gladiator;Wii;15.03.2010;81;7.9;GhostfireGames;Action,General,Beat-'Em-Up,Beat-'Em-Up,2D;1 Player;24;8;1;0;0;0;0;0;0;0
Trine 4: The Nightmare Prince;PC;08.10.2019;81;7.9;Frozenbyte,Inc.;Action,Platformer,2D;Up to 4 ;20;58;0;0;0;0;0;0;0;0
Redout (2016);PC;02.09.2016;81;7.9;34BigThings;General,Racing,Arcade,Futuristic;Online Multiplayer;19;164;0;0;0;0;0;0;0;0
BoxBoy! + BoxGirl!;Switch;26.04.2019;81;7.9;HALLabs;Puzzle,Action;No Online Multiplayer;41;36;0;0;1;0;0;0;0;0
Ghost Master;PC;26.08.2003;81;7.9;SickPuppies;Strategy,Real-Time,Fantasy,General,Fantasy;No Online Multiplayer;28;92;0;0;1;0;0;0;0;0
Buzz! Quiz World;PlayStation3;11.11.2009;80;7.9;RelentlessSoftware;Miscellaneous,Trivia / Game Show,Trivia / Game Show;1-8 ;33;20;0;0;0;0;0;0;0;0
Plants vs Zombies: Garden Warfare 2;XboxOne;23.02.2016;80;7.9;PopCap;Action,Shooter,Third-Person,Tactical;Up to 24 ;64;119;0;0;0;0;0;0;0;0
Tiger Woods PGA Tour 06;PSP;26.09.2005;80;7.9;TeamFusion;Sports,Traditional,Individual,Golf,Sim,Sim;1-4 ;15;8;0;0;0;0;0;0;0;1
Five Nights at Freddy's VR: Help Wanted;PlayStation4;28.05.2019;80;7.9;SteelWoolGames,Inc.,SteelWoolGames;Action Adventure,Survival;No Online Multiplayer;10;74;0;0;1;0;0;0;0;0
Eternal Sonata;PlayStation3;21.10.2008;80;7.9;Tri-Crescendo;Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style;1 Player;34;132;1;0;0;0;0;0;0;0
Yakuza Kiwami;PlayStation4;29.08.2017;80;7.9;RyugaGotokuStudios;Action Adventure,Open-World;No Online Multiplayer;70;477;0;0;1;0;0;0;0;0
Blood & Truth;PlayStation4;28.05.2019;80;7.9;SCEELondonStudio;Action,Shooter,Light Gun;No Online Multiplayer;70;238;0;0;1;0;0;0;0;0
Guns, Gore & Cannoli 2;PC;02.03.2018;80;7.9;CrazyMonkeyStudios;Action,Shooter,Third-Person,Arcade;Online Multiplayer;9;35;0;0;0;0;0;0;0;0
Battle Brothers;PC;24.03.2017;80;7.9;OverhypeStudios;Strategy,Turn-Based,Tactics;No Online Multiplayer;11;107;0;0;1;0;0;0;0;0
BoxBoxBoy!;3DS;30.06.2016;80;7.9;HALLabs;Puzzle,Action;No info;26;16;0;0;0;0;0;0;1;0
Codename: Panzers, Phase Two;PC;25.07.2005;80;7.9;Stormregion;Strategy,Real-Time,Historic,General,Historic;6  Online;36;20;0;0;0;0;0;0;0;0
Tokyo Mirage Sessions #FE;WiiU;24.06.2016;80;7.9;Atlus;General,Fantasy,Role-Playing,Strategy,Turn-Based,Japanese-Style,General;No Online Multiplayer;62;399;0;0;1;0;0;0;0;0
Mega Man Zero / ZX Legacy Collection;XboxOne;25.02.2020;80;7.9;Capcom;Miscellaneous,Compilation;No Online Multiplayer;7;66;0;0;1;0;0;0;0;0
AI War: Fleet Command;PC;14.05.2009;80;7.9;ArcenGames,LLC;Strategy,Real-Time,Sci-Fi,Sci-Fi,General;No info;8;109;0;0;0;0;0;0;1;0
The Elder Scrolls III: Tribunal;PC;06.11.2002;80;7.9;BethesdaSoftworks;Role-Playing,First-Person,First-Person,Western-Style;1 Player;16;96;1;0;0;0;0;0;0;0
Game of Thrones: Episode One - Iron From Ice;XboxOne;03.12.2014;80;7.9;TelltaleGames;Action,Adventure,General,Point-and-Click;No info;14;81;0;0;0;0;0;0;1;0
Borderlands: The Handsome Collection;XboxOne;24.03.2015;80;7.9;GearboxSoftware,IronGalaxyStudios;Miscellaneous,Compilation;Up to 4 ;11;160;0;0;0;0;0;0;0;0
Sly Cooper Collection;PlayStationVita;27.05.2014;80;7.9;SanzaruGames;Miscellaneous,Compilation;No info;30;82;0;0;0;0;0;0;1;0
MDK 2: Armageddon;PlayStation2;26.03.2001;80;7.9;BioWare;Action,Shooter,Third-Person,Sci-Fi;1 Player;19;14;1;0;0;0;0;0;0;0
Ironcast;Switch;10.08.2017;80;7.9;Dreadbit;Puzzle,Matching;No Online Multiplayer;14;20;0;0;1;0;0;0;0;0
Blazing Beaks;Switch;10.05.2019;80;7.9;Applava;Action,Shooter,Shoot-'Em-Up,Top-Down;No Online Multiplayer;9;20;0;0;1;0;0;0;0;0
LEGO Star Wars: The Complete Saga;Xbox360;06.11.2007;80;7.9;Traveller'sTales;Action,Miscellaneous,General,General,Compilation;No Online Multiplayer;24;188;0;0;1;0;0;0;0;0
Valfaris;XboxOne;15.11.2019;80;7.9;SteelMantis;Action,Platformer,2D;No Online Multiplayer;8;9;0;0;1;0;0;0;0;0
Catherine: Full Body;Switch;07.07.2020;80;7.9;Atlus,StudioZero;Action Adventure,Survival;2 ;28;70;0;0;0;0;0;0;0;0
Blossom Tales: The Sleeping King;Switch;21.12.2017;80;7.9;CastlePixel,LLC.;Action Adventure,Open-World;No Online Multiplayer;16;63;0;0;1;0;0;0;0;0
Ultimate Marvel vs. Capcom 3;PlayStationVita;15.02.2012;80;7.9;Capcom;Action,Fighting,Fighting,2D,2D;No info;48;101;0;0;0;0;0;0;1;0
Arise: A Simple Story;PlayStation4;03.12.2019;80;7.9;Piccolo;Action,General;No Online Multiplayer;29;90;0;0;1;0;0;0;0;0
LEGO Indiana Jones: The Original Adventures;DS;03.06.2008;80;7.9;TTFusion;Action Adventure,Adventure,Historic,General;1-2 ;15;24;0;1;0;0;0;0;0;0
Armello;Switch;27.09.2018;80;7.9;LeagueofGeeks;Miscellaneous,Board / Card Game;Up to 4 ;15;15;0;0;0;0;0;0;0;0
Atelier Rorona Plus: The Alchemist of Arland;PlayStation3;24.06.2014;80;7.9;Gust;Role-Playing,General,Japanese-Style;No Online Multiplayer;18;44;0;0;1;0;0;0;0;0
MLB;PSP;12.04.2005;80;7.9;989Sports;Sports,Traditional,Team,Baseball,Sim,Sim;2  Online;26;19;0;0;0;0;0;0;0;0
Dark Cloud;PlayStation2;28.05.2001;80;7.9;Level5;Role-Playing,Action RPG;1 Player;27;128;1;0;0;0;0;0;0;0
Vanishing Point;Dreamcast;21.12.2000;80;7.9;ClockworkGames;Driving,Racing,Arcade;No info;16;12;0;0;0;0;0;0;1;0
Naruto: The Broken Bond;Xbox360;08.11.2008;80;7.9;UbisoftMontreal;Action Adventure,Adventure,3D,Open-World,First-Person,Fantasy,Fantasy;2  Online;34;56;0;0;0;0;0;0;0;0
Wave Race: Blue Storm;GameCube;17.11.2001;80;7.9;Nintendo;Driving,Racing,Snow / Water;No info;21;32;0;0;0;0;0;0;1;0
Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto;Switch;24.04.2020;79;7.9;CyberConnect2;Action,Fighting,3D;Up to 8 ;19;29;0;0;0;0;0;0;0;0
Life is Strange: Before the Storm - Episode 2: Brave New World;PlayStation4;19.10.2017;79;7.9;DeckNineGames;Action Adventure,General;No info;32;127;0;0;0;0;0;0;1;0
Sonic Colors;DS;16.11.2010;79;7.9;DimpsCorporation;Action,Platformer,Platformer,2D,2D,3D;2 ;26;85;0;0;0;0;0;0;0;0
Chime;Xbox360;03.02.2010;79;7.9;ZoeMode;Action,Miscellaneous,Rhythm,Music,Music;No info;32;23;0;0;0;0;0;0;1;0
echochrome;PSP;01.05.2008;79;7.9;SCE/WWS,SCEJapanStudio;Miscellaneous,Puzzle,Action,Puzzle,General,Puzzle,General;1 Player;28;15;1;0;0;0;0;0;0;0
Wilson's Heart;PC;21.04.2017;79;7.9;TwistedPixelGames;Action Adventure,Adventure,General;No info;10;14;0;0;0;0;0;0;1;0
Runaway: A Twist of Fate;PC;21.04.2011;79;7.9;PenduloStudios;Adventure,3D,Point-and-Click,Modern,Third-Person;1 Player;15;56;1;0;0;0;0;0;0;0
Monster Hunter 3 Ultimate;3DS;19.03.2013;79;7.9;Capcom;Role-Playing,Action RPG,Action RPG;No Online Multiplayer;25;253;0;0;1;0;0;0;0;0
Quarrel;Xbox360;25.01.2012;79;7.9;Denki;Miscellaneous,Puzzle,Logic,Puzzle,Strategy,General,General;1-4 ;36;14;0;0;0;0;0;0;0;1
Subsurface Circular;Switch;01.03.2018;79;7.9;MikeBithell;Adventure,General,Visual Novel;No Online Multiplayer;22;30;0;0;1;0;0;0;0;0
Bit.Trip Void;Wii;23.11.2009;79;7.9;GaijinGames;Action,Miscellaneous,Rhythm,Music,Music;1-4 ;19;7;0;0;0;0;0;0;0;1
MTV Music Generator 3: This Is the Remix;PlayStation2;22.06.2004;79;7.9;MixMax;Miscellaneous,Music Maker;1 Player;28;8;1;0;0;0;0;0;0;0
Mario vs. Donkey Kong: Mini-Land Mayhem;DS;14.11.2010;79;7.9;Nintendo,NintendoSoftwareTechnology;Action,Platformer,Platformer,2D,2D;No info;51;21;0;0;0;0;0;0;1;0
Metroid Prime Pinball;DS;24.10.2005;79;7.9;FuseGamesLimited;Action,Miscellaneous,Parlor,Pinball,Pinball;1-8 ;51;35;0;0;0;0;0;0;0;0
F.E.A.R. 2: Project Origin;PlayStation3;10.02.2009;79;7.9;MonolithProductions;Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade;16  Online;48;113;0;0;0;0;0;0;0;0
Outlast 2;Switch;27.03.2018;79;7.9;RedBarrels;Action Adventure,Survival;No Online Multiplayer;18;57;0;0;1;0;0;0;0;0
Mafia: Definitive Edition;PC;24.09.2020;79;7.9;Hangar13;Action Adventure,Open-World;No Online Multiplayer;44;538;0;0;1;0;0;0;0;0
Homeworld: Deserts of Kharak;PC;20.01.2016;79;7.9;BlackbirdInteractive;Strategy,Real-Time,Command;No info;52;206;0;0;0;0;0;0;1;0
Geometry Wars: Galaxies;DS;27.11.2007;79;7.9;BizarreCreations,KujuEntertainment;Action,Shooter,Shooter,Static,Third-Person,Static,Shoot-'Em-Up,Sci-Fi,Top-Down;1-2 ;36;27;0;1;0;0;0;0;0;0
Wonder Boy: The Dragon's Trap;Switch;18.04.2017;79;7.9;Lizardcube;Action Adventure,General;No Online Multiplayer;19;155;0;0;1;0;0;0;0;0
NHL 06;Xbox;06.09.2005;79;7.9;EACanada;Sports,Traditional,Ice Hockey,Sim;8  Online;35;19;0;0;0;0;0;0;0;0
Frostpunk: The Last Autumn;PC;21.01.2020;79;7.9;11bitstudios;Action Adventure,Survival;No info;18;45;0;0;0;0;0;0;1;0
Atelier Rorona Plus: The Alchemist of Arland;PlayStationVita;22.07.2014;79;7.9;Gust;Role-Playing,General,Japanese-Style;No Online Multiplayer;12;54;0;0;1;0;0;0;0;0
Silent Hill: Shattered Memories;Wii;08.12.2009;79;7.9;ClimaxGroup,ClimaxStudios;Action Adventure,Horror,Horror,Survival;No Online Multiplayer;56;267;0;0;1;0;0;0;0;0
God's Trigger;XboxOne;18.04.2019;79;7.9;Techland,ONEMORELEVEL;Action,Action Adventure,Shooter,Linear,Shoot-'Em-Up,Top-Down;No Online Multiplayer;7;30;0;0;1;0;0;0;0;0
A Way Out;PlayStation4;23.03.2018;78;7.9;Hazelight;Action Adventure,General;2 ;62;734;0;0;0;0;0;0;0;0
Metal Gear Solid: Snake Eater 3D;3DS;21.02.2012;78;7.9;KojimaProductions;Action Adventure,Modern,General,Modern;1 Player;46;195;1;0;0;0;0;0;0;0
Overcooked!;PlayStation4;02.08.2016;78;7.9;GhostTownGamesLtd.;Action,Simulation,Arcade,Virtual,Career;No info;24;163;0;0;0;0;0;0;1;0
Ken Follett's The Pillars of the Earth;PC;15.08.2017;78;7.9;DaedalicEntertainment;Adventure,Visual Novel;No Online Multiplayer;20;61;0;0;1;0;0;0;0;0
Tom Clancy's Splinter Cell Pandora Tomorrow;GameCube;20.07.2004;78;7.9;Ubisoft;Action Adventure,Modern;1 Player;25;15;1;0;0;0;0;0;0;0
Toy Story 3;PlayStation3;15.06.2010;78;7.9;AvalancheSoftware;Action,General,General;No Online Multiplayer;43;50;0;0;1;0;0;0;0;0
James Bond 007: NightFire;Xbox;18.11.2002;78;7.9;EurocomEntertainmentSoftware;Action,Shooter,First-Person,Modern;1-4 ;30;26;0;0;0;0;0;0;0;1
Human Resource Machine;PC;15.10.2015;78;7.9;TomorrowCorporation;Puzzle,General;No Online Multiplayer;12;42;0;0;1;0;0;0;0;0
Gladius;PlayStation2;28.10.2003;78;7.9;LucasArts;Strategy,Turn-Based,Fantasy;1-2 ;27;24;0;1;0;0;0;0;0;0
Heavy Rain;PlayStation4;01.03.2016;78;7.9;QuanticDream,Virtuos;Adventure,3D,Third-Person;No info;30;972;0;0;0;0;0;0;1;0
NHL 2K7;Xbox360;12.09.2006;78;7.9;KushGames;Sports,Traditional,Team,Ice Hockey,Sim,Sim;1-4 ;51;166;0;0;0;0;0;0;0;1
Sonic & Sega All-Stars Racing;DS;23.02.2010;78;7.9;SumoDigital;Driving,Racing,Arcade,Kart,Kart,Automobile;No info;20;17;0;0;0;0;0;0;1;0
Call of Juarez: Bound in Blood;PC;30.06.2009;78;7.9;Techland;Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade;No Online Multiplayer;39;344;0;0;1;0;0;0;0;0
EyeToy: Kinetic;PlayStation2;22.11.2005;78;7.9;SCEELondonStudio;Sports,General;1-4 ;32;12;0;0;0;0;0;0;0;1
Wargame: Red Dragon;PC;17.04.2014;78;7.9;EugenSystems;Strategy,Real-Time,Historic,Tactics;No info;19;192;0;0;0;0;0;0;1;0
Ghostbusters: The Video Game;PlayStation3;16.06.2009;78;7.9;TerminalReality;Action,General,General;Up to 4 ;74;113;0;0;0;0;0;0;0;0
Ibb & Obb;PlayStation3;06.08.2013;78;7.9;Sparpweed;Miscellaneous,Puzzle,Action,General,General;2 ;16;39;0;0;0;0;0;0;0;0
Alice in Wonderland;DS;02.03.2010;78;7.9;EtrangesLibellules;Action,Action Adventure,General,General,Fantasy;No info;24;7;0;0;0;0;0;0;1;0
EVERSPACE: Stellar Edition;Switch;11.12.2018;78;7.9;ROCKFISHGames;Simulation,Action Adventure,Space,Open-World,Combat;No Online Multiplayer;16;18;0;0;1;0;0;0;0;0
Injustice: Gods Among Us;PlayStation3;16.04.2013;78;7.9;NetherRealmStudios;Action,Fighting,Fighting,2D,2D;Up to 8 ;37;311;0;0;0;0;0;0;0;0
Dawn of Discovery: Venice;PC;26.02.2010;78;7.9;RelatedDesigns;Simulation,General,General;No info;16;25;0;0;0;0;0;0;1;0
The Walking Dead: Season Two Episode 4 - Amid the Ruins;PlayStation3;22.07.2014;78;7.9;TelltaleGames;General,Action,Adventure,General,Point-and-Click;No info;7;41;0;0;0;0;0;0;1;0
Tony Hawk's Pro Skater 2x;Xbox;14.11.2001;78;7.9;Treyarch;Sports,Alternative,Skateboarding;1-4 ;24;8;0;0;0;0;0;0;0;1
Tom Clancy's Ghost Recon: Shadow Wars;3DS;22.03.2011;77;7.9;Ubisoft;Action,Strategy,Shooter,Turn-Based,General,Modern,Modern,First-Person,Tactical,Modern;No info;49;83;0;0;0;0;0;0;1;0
Graceful Explosion Machine;Switch;06.04.2017;77;7.9;VertexPop;Action,Shooter,Shoot-'Em-Up,Horizontal;No Online Multiplayer;19;83;0;0;1;0;0;0;0;0
Nintendo Land;WiiU;18.11.2012;77;7.9;Nintendo;Miscellaneous,Party,Party,Party / Minigame;1-5 ;61;529;0;0;0;0;0;0;0;0
Shinsekai: Into the Depths;Switch;26.03.2020;77;7.9;Capcom;Action,Platformer,2D;No Online Multiplayer;22;29;0;0;1;0;0;0;0;0
Etrian Mystery Dungeon;3DS;07.04.2015;77;7.9;SpikeChunsoft;Role-Playing,General,Roguelike;No info;44;55;0;0;0;0;0;0;1;0
Aven Colony;XboxOne;25.07.2017;77;7.9;SoldOut,MothershipEntertainment;Strategy,Management,Government;No Online Multiplayer;12;8;0;0;1;0;0;0;0;0
Field Commander;PSP;23.05.2006;77;7.9;SonyOnlineEntertainment,MindControlSoftware;Strategy,Turn-Based,Sci-Fi,Sci-Fi,General;2  Online;53;32;0;0;0;0;0;0;0;0
Moon: Remix RPG Adventure;Switch;27.08.2020;77;7.9;OnionGames;Role-Playing,General;No Online Multiplayer;19;18;0;0;1;0;0;0;0;0
Inazuma Eleven Go: Chrono Stones: Thunderflash;3DS;27.03.2015;77;7.9;Level5;Sports,Soccer,Arcade,Team;No info;13;24;0;0;0;0;0;0;1;0
Gears of War 3: RAAM's Shadow;Xbox360;13.12.2011;77;7.9;EpicGames;Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade;No info;32;64;0;0;0;0;0;0;1;0
Corpse Party;3DS;25.10.2016;77;7.9;5pb;Action Adventure,Survival;No info;17;29;0;0;0;0;0;0;1;0
MotorStorm: Apocalypse;PlayStation3;03.05.2011;77;7.9;EvolutionStudios;Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile;Up to 16 ;74;182;0;0;0;0;0;1;0;0
True Crime: Streets of LA;Xbox;03.11.2003;77;7.9;Luxoflux,Inc.;Action Adventure,Modern;1 Player;39;30;1;0;0;0;0;0;0;0
Darksiders II: Deathinitive Edition;Switch;26.09.2019;77;7.9;GunfireGames;Action Adventure,Open-World;No Online Multiplayer;15;20;0;0;1;0;0;0;0;0
NCAA Football 08;PlayStation3;17.07.2007;77;7.9;EASports;Sports,Traditional,Team,Football,Sim,Sim;2  Online;13;29;0;0;0;0;0;0;0;0
3D Classics: Kirby's Adventure;3DS;17.11.2011;77;7.9;Arika;Action,Platformer,Platformer,2D,2D;1 Player;7;54;1;0;0;0;0;0;0;0
Arcana Heart;PlayStation2;10.04.2008;77;7.9;Examu;Action,Fighting,2D;1-2 ;12;7;0;1;0;0;0;0;0;0
True Crime: Streets of LA;PlayStation2;03.11.2003;77;7.9;Luxoflux,Inc.;Action Adventure,Modern;1 Player;39;106;1;0;0;0;0;0;0;0
The Last Blade 2: Heart of the Samurai;Dreamcast;06.08.2001;77;7.9;SNK;Action,Fighting,2D;No info;7;13;0;0;0;0;0;0;1;0
Anachronox;PC;27.06.2001;77;7.9;IonStorm;Role-Playing,Third-Person,Third-Person,General,Japanese-Style;No Online Multiplayer;18;84;0;0;1;0;0;0;0;0
Virtua Tennis 4: World Tour Edition;PlayStationVita;15.02.2012;77;7.9;Sega;Sports,Traditional,Individual,Tennis,Tennis;4  Online;35;63;0;0;0;0;0;0;0;0
X-Men Origins: Wolverine;PC;01.05.2009;77;7.9;RavenSoftware;Action,General,Beat-'Em-Up,2D,3D;No info;22;179;0;0;0;0;0;0;1;0
Overcooked!: Special Edition;Switch;27.07.2017;77;7.9;Team17;Action,Arcade;No info;20;112;0;0;0;0;0;0;1;0
The Keep;3DS;11.09.2014;77;7.9;Cinemax;Role-Playing,First-Person,Western-Style;No info;9;23;0;0;0;0;0;0;1;0
The Book of Unwritten Tales 2;Switch;05.02.2019;77;7.9;KINGArt;Adventure,Point-and-Click;No Online Multiplayer;9;7;0;0;1;0;0;0;0;0
Mantis Burn Racing;Switch;23.11.2017;77;7.9;VooFooStudios;Racing,Arcade,Automobile;Up to 8 ;10;35;0;0;0;0;0;0;0;0
Tetrobot and Co.;WiiU;30.10.2014;77;7.9;SwingSwingSubmarine;Puzzle,Action;No info;8;18;0;0;0;0;0;0;1;0
Insanely Twisted Shadow Planet;Xbox360;03.08.2011;76;7.9;ShadowPlanetProductions;Action,Action Adventure,Open-World,Shooter,Shooter,Scrolling,Shoot-'Em-Up,Scrolling,Horizontal;No info;76;46;0;0;0;0;0;0;1;0
The Banner Saga;XboxOne;12.01.2016;76;7.9;Stoic;Role-Playing,General,Strategy,Turn-Based,Tactics;No info;9;34;0;0;0;0;0;0;1;0
Tony Hawk's American Wasteland;GameCube;18.10.2005;76;7.9;NeversoftEntertainment;Sports,Alternative,Skateboarding;1-2 ;26;17;0;1;0;0;0;0;0;0
Call of Duty 2: Big Red One;GameCube;01.11.2005;76;7.9;Treyarch;Action,Shooter,First-Person,Historic;1 Player;28;17;1;0;0;0;0;0;0;0
Dokuro;PlayStationVita;16.10.2012;76;7.9;GameArts;Action,Platformer,2D;No info;26;19;0;0;0;0;0;0;1;0
Mario vs. Donkey Kong 2: March of the Minis;DS;25.09.2006;76;7.9;Nintendo,NintendoSoftwareTechnology;Action,Platformer,Platformer,2D,2D;1 Player;32;25;1;0;0;0;0;0;0;0
Mat Hoffman's Pro BMX 2;PlayStation2;12.08.2002;76;7.9;RainbowStudios;Sports,Alternative,Biking;1-8 ;22;9;0;0;0;0;0;0;0;0
LEGO Batman: The Videogame;Xbox360;23.09.2008;76;7.9;Traveller'sTales;Action Adventure,Modern,General,Modern;No Online Multiplayer;49;107;0;0;1;0;0;0;0;0
Gun;PC;08.11.2005;76;7.9;NeversoftEntertainment,Beenox;Action Adventure,Historic,General,Historic,Open-World;No Online Multiplayer;24;170;0;0;1;0;0;0;0;0
Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner;Wii;11.08.2008;76;7.9;TelltaleGames;Miscellaneous,Adventure,General,Compilation;1 Player;24;18;1;0;0;0;0;0;0;0
R.U.S.E.;PC;07.09.2010;76;7.9;EugenSystems;Strategy,Real-Time,Historic,General,Historic;1-8 ;33;192;0;0;0;0;0;0;0;0
7th Dragon III Code: VFD;3DS;12.07.2016;76;7.9;Sega;General,Role-Playing,Japanese-Style;No Online Multiplayer;30;60;0;0;1;0;0;0;0;0
Disney/Pixar Toy Story 3;Wii;15.06.2010;76;7.9;AvalancheSoftware;Action,General,General;No info;11;22;0;0;0;0;0;0;1;0
Chariot;WiiU;08.01.2015;76;7.9;FrimaStudio;Action,Platformer,2D;No info;9;9;0;0;0;0;0;0;1;0
